accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution	F_coverage	G_coverage	genome_coverage
MN122672	MN122672.1	RSVB/Portugal/H16-17/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122673	MN122673.1	RSVB/Portugal/H16-18/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122674	MN122674.1	RSVB/Portugal/H16-23/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122675	MN122675.1	RSVB/Portugal/H16-24/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122676	MN122676.1	RSVB/Portugal/H16-25/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122677	MN122677.1	RSVB/Portugal/H16-27/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122678	MN122678.1	RSVB/Portugal/H16-32/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122679	MN122679.1	RSVB/Portugal/H18-23/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.325	0.022
MN122680	MN122680.1	RSVB/Portugal/H18-24/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.325	0.022
MN122681	MN122681.1	RSVB/Portugal/H18-29/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122682	MN122682.1	RSVB/Portugal/H16-10/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122683	MN122683.1	RSVB/Portugal/H19-17/2017-1	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122684	MN122684.1	RSVB/Portugal/H17-19/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122685	MN122685.1	RSVB/Portugal/H4-3/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122686	MN122686.1	RSVB/Portugal/H18-8/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.340	0.022
MN122687	MN122687.1	RSVB/Portugal/H19-4/2017-18	2018-XX-XX	Europe	Portugal			Homo sapiens	2019-08-24		Saez-Lopez et al		Saez-Lopez,E., Cristovao,P., Costa,I., Pechirra,P., Conde,P., Guiomar,R.		0.000	0.325	0.022
MT874453	MT874453.1	RSVB9_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.011	0.490	0.036
MT874454	MT874454.1	RSVB37_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.012	0.489	0.036
MT874455	MT874455.1	RSVB38_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.012	0.489	0.036
MT874456	MT874456.1	RSVB39_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.012	0.490	0.036
MT874457	MT874457.1	RSVB50_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.012	0.152	0.014
MT874458	MT874458.1	RSVB52_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.013	0.489	0.035
MT874459	MT874459.1	RSVB57_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.012	0.489	0.036
MT874460	MT874460.1	RSVB59_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.012	0.509	0.037
MT874461	MT874461.1	RSVB61_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.003	0.489	0.034
MT874462	MT874462.1	RSVB62_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.012	0.152	0.014
MT874463	MT874463.1	RSVB66_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.051	0.099	0.016
MT874464	MT874464.1	RSVB10_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.006	0.412	0.031
MT874465	MT874465.1	RSVB45_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.004	0.414	0.031
MT874466	MT874466.1	RSVB54_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.003	0.419	0.031
MT874467	MT874467.1	RSVB60_2018_Myanmar	2018-XX-XX	Asia	Myanmar			Homo sapiens	2020-10-28		Ye et al		Ye,K.T., Aung Zaw,L.		0.011	0.404	0.031
OM256498	OM256498.1	OM256498	2018-XX-XX					Pholidota	2022-03-13		Jia et al		Jia,N., Cao,W.-C., Hu,Y.-L., Ye,R.-Z., Que,T.-C., Xia,L.-Y., Cui,X.-M., Zhang,Y.-W., Jiang,J.-F., Wang,Q.-H., Wang,Q.		1.000	1.000	0.994
OM256499	OM256499.1	OM256499	2018-XX-XX					Pholidota	2022-03-13		Jia et al		Jia,N., Cao,W.-C., Hu,Y.-L., Ye,R.-Z., Que,T.-C., Xia,L.-Y., Cui,X.-M., Zhang,Y.-W., Jiang,J.-F., Wang,Q.-H., Wang,Q.		1.000	1.000	0.994
MW527846	MW527846.1	RSVB-BCH18017/BJ/CHN/2018.01.31	2018-01-XX	Asia	China			Homo sapiens	2021-05-01		Chen et al		Chen,X., Xie,Z.		0.000	0.325	0.020
MW527881	MW527881.1	RSVB-GY18002/GY/CHN/2018.01.03	2018-01-XX	Asia	China			Homo sapiens	2021-05-01		Chen et al		Chen,X., Xie,Z.		0.000	0.325	0.020
MW527882	MW527882.1	RSVB-GY18009/GY/CHN/2018.01.15	2018-01-XX	Asia	China			Homo sapiens	2021-05-01		Chen et al		Chen,X., Xie,Z.		0.000	0.325	0.020
MW527883	MW527883.1	RSVB-GY18010/GY/CHN/2018.01.15	2018-01-XX	Asia	China			Homo sapiens	2021-05-01		Chen et al		Chen,X., Xie,Z.		0.000	0.325	0.020
MW527884	MW527884.1	RSVB-GY18012/GY/CHN/2018.01.17	2018-01-XX	Asia	China			Homo sapiens	2021-05-01		Chen et al		Chen,X., Xie,Z.		0.000	0.325	0.020
MW527885	MW527885.1	RSVB-GY18020/GY/CHN/2018.01.25	2018-01-XX	Asia	China			Homo sapiens	2021-05-01		Chen et al		Chen,X., Xie,Z.		0.000	0.325	0.020
MW527972	MW527972.1	RSVB-SJ18003/SJ/CHN/2018.01.08	2018-01-XX	Asia	China			Homo sapiens	2021-05-01		Chen et al		Chen,X., Xie,Z.		0.000	0.325	0.020
MZ962094	MZ962094.1	2018-R0418	2018-01-XX	Asia	China			Homo sapiens	2022-03-05		Qin et al		Qin,L., Li,M., Huang,F.		0.000	1.000	0.061
MH129393	MH129393.1	NSVH100749511/2017-2018	2018-01-01	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.		0.000	0.306	0.019
MH129451	MH129451.1	NSVH110578461/2017-2018	2018-01-02	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.		0.000	0.306	0.019
MH129456	MH129456.1	NSVH100749721/2017-2018	2018-01-02	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.		0.000	0.308	0.019
MZ515730	MZ515730.1	UU02-0028-D03	2018-01-02	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
LR699738	LR699738.1	LR699738	2018-01-03	Europe	Spain			Homo sapiens	2020-09-01		Lin et al		Lin,G.-L.		1.000	1.000	1.000
MW282979	MW282979.1	MW282979	2018-01-03	Asia	China			Homo sapiens	2021-04-12		Chen et al		Chen,L.		0.000	0.328	0.020
MZ515674	MZ515674.1	UU02-0030-V01	2018-01-03	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
MZ515770	MZ515770.1	UU02-0029-V01	2018-01-03	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
MZ515886	MZ515886.1	UU02-0028-D04	2018-01-03	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
MZ516089	MZ516089.1	UU02-0028-D05	2018-01-04	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
MZ515683	MZ515683.1	UU02-0028-D06	2018-01-05	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
MZ515714	MZ515714.1	UU02-0032-V01	2018-01-05	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		0.967	1.000	0.790
MZ515785	MZ515785.1	UU02-0031-V01	2018-01-05	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		0.885	1.000	0.776
MZ515831	MZ515831.1	UU02-0033-V01	2018-01-05	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
MZ515869	MZ515869.1	UU02-0034-V01	2018-01-05	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
MZ516115	MZ516115.1	UU02-0029-D03	2018-01-05	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		0.872	1.000	0.805
MH129394	MH129394.1	NSVH100752973/2017-2018	2018-01-06	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.		0.000	0.306	0.019
OK299659	OK299659.1	610101002	2018-01-07	Oceania	Australia			Homo sapiens	2021-10-30		Tabor et al		Tabor,D.E., Fernandes,F., Langedijk,A.C., Wilkins,D., Lebbink,R.J., Tovchigrechko,A., Ruzin,A., Kragten-Tabatabaie,L., Jin,H., Esser,M.T., Bont,L.J., Abram,M.E., Tabor,D.		1.000	0.464	0.164
LR699739	LR699739.1	LR699739	2018-01-08	Europe	Spain			Homo sapiens	2020-09-01		Lin et al		Lin,G.-L.		1.000	1.000	1.000
MH129395	MH129395.1	NSVH100753976/2017-2018	2018-01-08	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.		0.000	0.306	0.019
MZ515587	MZ515587.1	UU02-0029-D06	2018-01-08	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
MZ515733	MZ515733.1	UU02-0009-V01	2018-01-08	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	0.906
MZ515792	MZ515792.1	UU02-0028-D09	2018-01-08	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	0.987
OK299712	OK299712.1	810102032	2018-01-08	Asia	Japan			Homo sapiens	2021-10-30		Tabor et al		Tabor,D.E., Fernandes,F., Langedijk,A.C., Wilkins,D., Lebbink,R.J., Tovchigrechko,A., Ruzin,A., Kragten-Tabatabaie,L., Jin,H., Esser,M.T., Bont,L.J., Abram,M.E., Tabor,D.		1.000	0.464	0.164
MH129396	MH129396.1	NSVH100754333-2017-2018	2018-01-09	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.		0.000	0.306	0.019
MZ515670	MZ515670.1	UU02-0028-D10	2018-01-09	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		0.998	1.000	0.964
MZ515977	MZ515977.1	UU02-0035-V01	2018-01-09	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
OK299601	OK299601.1	610101031	2018-01-09	Oceania	Australia			Homo sapiens	2021-10-30		Tabor et al		Tabor,D.E., Fernandes,F., Langedijk,A.C., Wilkins,D., Lebbink,R.J., Tovchigrechko,A., Ruzin,A., Kragten-Tabatabaie,L., Jin,H., Esser,M.T., Bont,L.J., Abram,M.E., Tabor,D.		1.000	0.464	0.164
MH129397	MH129397.1	NSVH100755364/2017-2018	2018-01-10	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.		0.000	0.306	0.019
MZ515562	MZ515562.1	UU02-0035-D02	2018-01-10	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
MZ515808	MZ515808.1	UU02-0028-D11	2018-01-10	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	0.986
MZ516060	MZ516060.1	UU02-0037-V01	2018-01-10	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
OK299587	OK299587.1	810102062	2018-01-10	Asia	Japan			Homo sapiens	2021-10-30		Tabor et al		Tabor,D.E., Fernandes,F., Langedijk,A.C., Wilkins,D., Lebbink,R.J., Tovchigrechko,A., Ruzin,A., Kragten-Tabatabaie,L., Jin,H., Esser,M.T., Bont,L.J., Abram,M.E., Tabor,D.		1.000	0.464	0.164
MZ515663	MZ515663.1	UU02-0036-V01	2018-01-11	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
MZ515697	MZ515697.1	UU02-0035-D03	2018-01-11	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		0.803	0.977	0.744
MZ516034	MZ516034.1	UU02-0028-D12	2018-01-11	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
OK299621	OK299621.1	358101015	2018-01-13	Europe	Finland			Homo sapiens	2021-10-30		Tabor et al		Tabor,D.E., Fernandes,F., Langedijk,A.C., Wilkins,D., Lebbink,R.J., Tovchigrechko,A., Ruzin,A., Kragten-Tabatabaie,L., Jin,H., Esser,M.T., Bont,L.J., Abram,M.E., Tabor,D.		1.000	0.464	0.164
MH129398	MH129398.1	NSVH100757988/2017-2018	2018-01-14	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.		0.000	0.306	0.019
MH129452	MH129452.1	NSVH110584326/2017-2018	2018-01-15	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.		0.000	0.306	0.019
MZ515955	MZ515955.1	UU02-0039-V01	2018-01-15	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
OK299757	OK299757.1	310101061	2018-01-15	Europe	Netherlands			Homo sapiens	2021-10-30		Tabor et al		Tabor,D.E., Fernandes,F., Langedijk,A.C., Wilkins,D., Lebbink,R.J., Tovchigrechko,A., Ruzin,A., Kragten-Tabatabaie,L., Jin,H., Esser,M.T., Bont,L.J., Abram,M.E., Tabor,D.		0.999	0.464	0.164
LR699740	LR699740.1	LR699740	2018-01-16	Europe	Spain			Homo sapiens	2020-09-01		Lin et al		Lin,G.-L.		1.000	1.000	1.000
MH129433	MH129433.1	NSVH100759240/2017-2018	2018-01-16	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.		0.000	0.299	0.019
OK299653	OK299653.1	358101016	2018-01-16	Europe	Finland			Homo sapiens	2021-10-30		Tabor et al		Tabor,D.E., Fernandes,F., Langedijk,A.C., Wilkins,D., Lebbink,R.J., Tovchigrechko,A., Ruzin,A., Kragten-Tabatabaie,L., Jin,H., Esser,M.T., Bont,L.J., Abram,M.E., Tabor,D.		1.000	0.464	0.164
OK299787	OK299787.1	310101063	2018-01-17	Europe	Netherlands			Homo sapiens	2021-10-30		Tabor et al		Tabor,D.E., Fernandes,F., Langedijk,A.C., Wilkins,D., Lebbink,R.J., Tovchigrechko,A., Ruzin,A., Kragten-Tabatabaie,L., Jin,H., Esser,M.T., Bont,L.J., Abram,M.E., Tabor,D.		1.000	0.464	0.164
MH129453	MH129453.1	NSVH100760753/2017-2018	2018-01-18	Europe	Spain			Homo sapiens	2018-05-05		Gimferrer et al		Gimferrer,L., Martin,Md.C., Pumarola,T., Anton,A.		0.000	0.306	0.019
MZ515818	MZ515818.1	UU02-0041-V01	2018-01-18	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		0.721	1.000	0.776
MZ515995	MZ515995.1	UU02-0039-D04	2018-01-18	Europe	Netherlands			Homo sapiens	2021-08-18		Lin et al		Lin,G.-L., Drysdale,S.B., Snape,M.D., O'Connor,D., Brown,A., MacIntyre-Cockett,G., Mellado-Gomez,E., de Cesare,M., Bonsall,D., Ansari,M.A., Oner,D., Aerssens,J., Butler,C., Bont,L., Openshaw,P., Martinon-Torres,F., Nair,H., Bowden,R., Golubchik,T., Pollard,A.J.		1.000	1.000	1.000
